date;year;month;day;T;P;Q_obs;Q_sim
19.08.2010;2010;8;19;9.16;0.23;6.8;4.37
20.08.2010;2010;8;20;8.81;0;6.8;4.21
21.08.2010;2010;8;21;8.86;0.4;6.8;4.06
22.08.2010;2010;8;22;8.39;0;6.6;3.91
23.08.2010;2010;8;23;11.15;1;6.6;3.77
24.08.2010;2010;8;24;9.55;14.23;6.8;3.64
25.08.2010;2010;8;25;10.44;0.68;7;3.51
26.08.2010;2010;8;26;13.61;3;7.2;3.42
27.08.2010;2010;8;27;15.01;4.25;7.2;3.37
28.08.2010;2010;8;28;12.09;1;7.4;3.37
29.08.2010;2010;8;29;6.54;7.9;7.6;3.44
30.08.2010;2010;8;30;11.28;0.53;8.32;3.54
31.08.2010;2010;8;31;7.63;0.73;9.4;3.63
01.09.2010;2010;9;1;6.04;0;9.4;3.63
02.09.2010;2010;9;2;9.01;0;9.4;3.54
03.09.2010;2010;9;3;16.68;0;9.4;3.42
04.09.2010;2010;9;4;15.78;0;9.4;3.3
05.09.2010;2010;9;5;10.11;0.9;9.4;3.19
06.09.2010;2010;9;6;6.98;0;9.4;3.09
07.09.2010;2010;9;7;4.91;0;9.4;2.99
08.09.2010;2010;9;8;4.89;0.3;8.68;2.89
09.09.2010;2010;9;9;4.84;0.13;8.32;2.79
10.09.2010;2010;9;10;3.73;0.38;8.32;2.7
11.09.2010;2010;9;11;3.23;0.25;8.32;2.62
12.09.2010;2010;9;12;4.08;0.75;7.96;2.53
13.09.2010;2010;9;13;5.23;0;7.6;2.46
14.09.2010;2010;9;14;7.6;0;7.6;2.38
15.09.2010;2010;9;15;13.86;1;7.6;2.3
16.09.2010;2010;9;16;14.65;4.75;7.6;2.26
17.09.2010;2010;9;17;14.64;5.25;7.6;2.28
18.09.2010;2010;9;18;16.26;1;7.96;2.36
19.09.2010;2010;9;19;15.38;3.15;7.96;2.46
20.09.2010;2010;9;20;13.24;6.45;7.96;2.62
21.09.2010;2010;9;21;11.19;6;8.32;2.96
22.09.2010;2010;9;22;9.08;0;8.32;3.36
23.09.2010;2010;9;23;8.73;6.25;8.32;3.81
24.09.2010;2010;9;24;10.54;7.88;8.68;4.5
25.09.2010;2010;9;25;9.68;0.88;9.04;5.41
26.09.2010;2010;9;26;9.96;0;9.76;6.15
27.09.2010;2010;9;27;7.66;0;10.1;6.35
28.09.2010;2010;9;28;3.96;0;11.2;6.17
29.09.2010;2010;9;29;1.86;1.08;11.7;5.99
30.09.2010;2010;9;30;0.89;0.3;11.7;5.88
01.10.2010;2010;10;1;1.11;0.23;11.7;5.8
02.10.2010;2010;10;2;-0.74;0;11.2;5.68
03.10.2010;2010;10;3;0.4;0;10.8;5.51
04.10.2010;2010;10;4;0.36;0;10.5;5.32
05.10.2010;2010;10;5;2.94;0;10.5;5.12
06.10.2010;2010;10;6;6.39;0;10.1;4.94
07.10.2010;2010;10;7;4.66;0;10.1;4.76
08.10.2010;2010;10;8;4.58;0;9.76;4.58
09.10.2010;2010;10;9;4.44;0;9.76;4.42
10.10.2010;2010;10;10;4.69;0;9.76;4.26
11.10.2010;2010;10;11;5.03;0;9.4;4.1
12.10.2010;2010;10;12;8.66;0.08;9.4;3.95
13.10.2010;2010;10;13;5.69;5.73;9.4;3.92
14.10.2010;2010;10;14;0.94;4.58;9.4;4.13
15.10.2010;2010;10;15;1.53;1.23;9.04;4.51
16.10.2010;2010;10;16;1.28;10.75;9.4;5.22
17.10.2010;2010;10;17;0.33;5.25;9.76;6.08
18.10.2010;2010;10;18;-1.51;0;10.1;6.74
19.10.2010;2010;10;19;-0.21;0;10.1;6.9
20.10.2010;2010;10;20;1.83;0;10.5;6.73
21.10.2010;2010;10;21;0.21;0.08;11.2;6.66
22.10.2010;2010;10;22;3.55;0.48;11.2;6.85
23.10.2010;2010;10;23;2.53;4.25;11.7;7.52
24.10.2010;2010;10;24;1.46;3.75;11.7;8.7
25.10.2010;2010;10;25;4.04;0.75;11.2;9.95
26.10.2010;2010;10;26;4.34;0.75;11.2;10.72
27.10.2010;2010;10;27;4.59;7;11.7;11.56
28.10.2010;2010;10;28;1.13;6.13;12.2;13.34
29.10.2010;2010;10;29;-0.66;3.98;12.6;15.61
30.10.2010;2010;10;30;-1.76;2.83;13.1;17.09
31.10.2010;2010;10;31;-1.16;0.58;13.6;17.17
01.11.2010;2010;11;1;-0.14;0.15;15.5;16.55
02.11.2010;2010;11;2;0.98;0.08;17;15.95
03.11.2010;2010;11;3;0.96;0.23;18;15.42
04.11.2010;2010;11;4;3.24;0.13;18.5;15.46
05.11.2010;2010;11;5;4.28;5.88;17.5;17.22
06.11.2010;2010;11;6;1.48;3.5;15.5;20.67
07.11.2010;2010;11;7;-3.33;0;15.5;24.04
08.11.2010;2010;11;8;-3.84;0.05;16;25.55
09.11.2010;2010;11;9;-0.95;9.4;16;25.2
10.11.2010;2010;11;10;0.71;7.55;17;25.56
11.11.2010;2010;11;11;5.63;2;18;29.43
12.11.2010;2010;11;12;5.39;1.6;21.5;35.81
13.11.2010;2010;11;13;3.11;10.25;25.5;43.6
14.11.2010;2010;11;14;5.45;4.13;26;51.21
15.11.2010;2010;11;15;2.21;0.3;28.5;57.1
16.11.2010;2010;11;16;2.54;4.4;34;61.2
17.11.2010;2010;11;17;0.13;0.93;39;62.76
18.11.2010;2010;11;18;-4.59;0;41.5;63.03
19.11.2010;2010;11;19;-3.86;4.75;43;61.97
20.11.2010;2010;11;20;-6.64;5.45;35.6;59.71
21.11.2010;2010;11;21;-10.53;0;25.9;57.54
22.11.2010;2010;11;22;-14;0.2;25.2;55.44
23.11.2010;2010;11;23;-13.63;0.33;27.8;53.42
24.11.2010;2010;11;24;-12.38;0.78;33.2;51.48
25.11.2010;2010;11;25;-14.38;1.75;33.6;49.6
26.11.2010;2010;11;26;-12.46;6.25;32.6;47.8
27.11.2010;2010;11;27;-14.64;3.7;30.1;46.06
28.11.2010;2010;11;28;-15.69;3.35;27.7;44.38
29.11.2010;2010;11;29;-16.81;3.5;25.1;42.77
30.11.2010;2010;11;30;-20.84;0.8;23.1;41.21
01.12.2010;2010;12;1;-21.08;0.65;20.1;39.71
02.12.2010;2010;12;2;-27.35;0;19.2;38.26
03.12.2010;2010;12;3;-16.55;0;18.1;36.87
04.12.2010;2010;12;4;-14.74;1;16.4;35.53
05.12.2010;2010;12;5;-7.85;3.2;15.6;34.24
06.12.2010;2010;12;6;-9.61;0.05;15.4;32.99
07.12.2010;2010;12;7;-15.83;0.35;14.8;31.79
08.12.2010;2010;12;8;-11.64;1.6;14.1;30.63
09.12.2010;2010;12;9;-11.81;3.25;13.9;29.52
10.12.2010;2010;12;10;-7.74;3.65;13.1;28.44
11.12.2010;2010;12;11;0.59;1.6;12.9;27.41
12.12.2010;2010;12;12;-0.91;2.3;12.5;26.41
13.12.2010;2010;12;13;-2.53;0;12.3;25.45
14.12.2010;2010;12;14;-10.16;2.75;12.1;24.52
15.12.2010;2010;12;15;-8.13;11.5;11.9;23.63
16.12.2010;2010;12;16;-6.94;5.9;11.7;22.77
17.12.2010;2010;12;17;-9.8;1.53;11.5;21.94
18.12.2010;2010;12;18;-19.13;0.53;11.3;21.14
19.12.2010;2010;12;19;-29.64;0;10.8;20.37
20.12.2010;2010;12;20;-31.44;0;10.8;19.63
21.12.2010;2010;12;21;-25.74;1;10.8;18.91
22.12.2010;2010;12;22;-10.94;5.5;11;18.23
23.12.2010;2010;12;23;-18.35;1.9;11;17.56
24.12.2010;2010;12;24;-20.82;0;11.2;16.92
25.12.2010;2010;12;25;-24.8;0;11.2;16.31
26.12.2010;2010;12;26;-22.48;0;11.2;15.71
27.12.2010;2010;12;27;-28.69;0;11;15.14
28.12.2010;2010;12;28;-22.5;0;11;14.59
29.12.2010;2010;12;29;-21.1;0;10.8;14.06
30.12.2010;2010;12;30;-23.99;0;10.6;13.55
31.12.2010;2010;12;31;-13.19;2.75;10.4;13.05
01.01.2011;2011;1;1;-7.41;5.5;10.1;12.58
02.01.2011;2011;1;2;-7.23;1.25;9.95;12.12
03.01.2011;2011;1;3;-10.76;2.68;9.5;11.68
04.01.2011;2011;1;4;-10.63;0.73;9.5;11.25
05.01.2011;2011;1;5;-10.08;0.45;9.07;10.85
06.01.2011;2011;1;6;-9.19;1.3;9.07;10.45
07.01.2011;2011;1;7;-14.63;0.75;8.82;10.07
08.01.2011;2011;1;8;-13.41;0.08;8.82;9.7
09.01.2011;2011;1;9;-14.63;0.58;8.58;9.35
10.01.2011;2011;1;10;-9.71;2.1;8.23;9.01
11.01.2011;2011;1;11;-4.9;5.5;8.33;8.68
12.01.2011;2011;1;12;-4.61;2.75;8.09;8.37
13.01.2011;2011;1;13;-5.74;2;8;8.06
14.01.2011;2011;1;14;-9.09;0.55;8;7.77
15.01.2011;2011;1;15;-8.5;1.98;8;7.48
16.01.2011;2011;1;16;-9.7;0.68;7.75;7.21
17.01.2011;2011;1;17;-18.13;0;7.75;6.95
18.01.2011;2011;1;18;-18.21;0;7.5;6.7
19.01.2011;2011;1;19;-21.93;0;7.35;6.45
20.01.2011;2011;1;20;-20.75;0;7.11;6.22
21.01.2011;2011;1;21;-20.9;0;7.11;5.99
22.01.2011;2011;1;22;-23.2;0;7.11;5.77
23.01.2011;2011;1;23;-21.38;0;6.72;5.56
24.01.2011;2011;1;24;-18.08;4.5;6.72;5.36
25.01.2011;2011;1;25;-16.73;1.5;6.62;5.17
26.01.2011;2011;1;26;-13.98;1;6.89;4.98
27.01.2011;2011;1;27;-11.51;6.5;7.02;4.8
28.01.2011;2011;1;28;-15.86;1.5;7.16;4.62
29.01.2011;2011;1;29;-13.25;3.2;7.16;4.45
30.01.2011;2011;1;30;-10.49;2.3;7.02;4.29
31.01.2011;2011;1;31;-14.46;3;7.02;4.14
01.02.2011;2011;2;1;-17.21;0;7.02;3.98
02.02.2011;2011;2;2;-15.5;0.58;7.02;3.84
03.02.2011;2011;2;3;-10.48;3.28;6.88;3.7
04.02.2011;2011;2;4;-6.08;3.28;6.88;3.57
05.02.2011;2011;2;5;-8.34;4.93;7;3.44
06.02.2011;2011;2;6;-8.85;1.83;7.25;3.31
07.02.2011;2011;2;7;-14.08;0.73;7.5;3.19
08.02.2011;2011;2;8;-17.84;0.75;7.63;3.07
09.02.2011;2011;2;9;-20.83;0.15;7.44;2.96
10.02.2011;2011;2;10;-22.94;0;7.56;2.85
11.02.2011;2011;2;11;-23.86;0;7.36;2.75
12.02.2011;2011;2;12;-24.41;0;7.48;2.65
13.02.2011;2011;2;13;-25.39;0;7.48;2.55
14.02.2011;2011;2;14;-25.65;0;7.59;2.46
15.02.2011;2011;2;15;-23.89;0.4;7.26;2.37
16.02.2011;2011;2;16;-18.81;0.2;7.26;2.28
17.02.2011;2011;2;17;-20.14;0.5;7.04;2.2
18.02.2011;2011;2;18;-25.46;0;7.04;2.12
19.02.2011;2011;2;19;-26.65;0;7.14;2.04
20.02.2011;2011;2;20;-25.91;0;6.8;1.97
21.02.2011;2011;2;21;-24.19;0;6.8;1.9
22.02.2011;2011;2;22;-20.98;0.1;6.7;1.83
23.02.2011;2011;2;23;-14.55;0.7;6.53;1.76
24.02.2011;2011;2;24;-17.04;0;6.44;1.7
25.02.2011;2011;2;25;-15.96;0;6.44;1.64
26.02.2011;2011;2;26;-14.44;0;6.27;1.58
27.02.2011;2011;2;27;-14.15;0;6.17;1.52
28.02.2011;2011;2;28;-14.54;0;6.17;1.46
01.03.2011;2011;3;1;-14.98;0.05;6.17;1.41
02.03.2011;2011;3;2;-9.78;0.15;6.08;1.36
03.03.2011;2011;3;3;-7.76;0.3;6.08;1.31
04.03.2011;2011;3;4;-9.43;0.9;6.14;1.26
05.03.2011;2011;3;5;-10.91;2.68;6.14;1.22
06.03.2011;2011;3;6;-10.6;1.3;6.14;1.17
07.03.2011;2011;3;7;-12.08;0.23;6.14;1.13
08.03.2011;2011;3;8;-10.28;0.2;6.14;1.09
09.03.2011;2011;3;9;-7.84;0;6.3;1.05
10.03.2011;2011;3;10;-2.35;0;6.3;1.01
11.03.2011;2011;3;11;-3.54;0;6.3;0.97
12.03.2011;2011;3;12;-4.18;0.23;6.3;0.94
13.03.2011;2011;3;13;-4.6;0.88;6.3;0.9
14.03.2011;2011;3;14;-4.71;0;6.3;0.87
15.03.2011;2011;3;15;-3.6;0.95;6.14;0.84
16.03.2011;2011;3;16;-1.83;2.25;6.14;0.81
17.03.2011;2011;3;17;-4.13;0;6.14;0.78
18.03.2011;2011;3;18;-3.75;0;6.14;0.75
19.03.2011;2011;3;19;-2.41;0;6.14;0.72
20.03.2011;2011;3;20;-2.34;1.3;6.14;0.7
21.03.2011;2011;3;21;-2.49;1.5;6.14;0.67
22.03.2011;2011;3;22;-2.85;0;6.3;0.65
23.03.2011;2011;3;23;-1.01;2.13;6.3;0.62
24.03.2011;2011;3;24;-2.7;5.38;6.3;0.6
25.03.2011;2011;3;25;-6.04;3.3;6.3;0.58
26.03.2011;2011;3;26;-6.6;0.08;6.3;0.56
27.03.2011;2011;3;27;-6.79;0.23;6.62;0.54
28.03.2011;2011;3;28;-6.08;0;6.62;0.52
29.03.2011;2011;3;29;-3.48;0.1;6.62;0.5
30.03.2011;2011;3;30;-4.13;1.1;6.93;0.48
31.03.2011;2011;3;31;-3.45;0;6.93;0.46
01.04.2011;2011;4;1;-3.58;0.08;6.93;0.45
02.04.2011;2011;4;2;-3.33;0.23;7.25;0.43
03.04.2011;2011;4;3;-1.38;1;7.25;0.41
04.04.2011;2011;4;4;6.2;0;7.68;1.01
05.04.2011;2011;4;5;7.13;0;7.8;3.3
06.04.2011;2011;4;6;3.41;0.1;8.25;7.25
07.04.2011;2011;4;7;4.43;0.3;8.71;12.12
08.04.2011;2011;4;8;6.98;0.25;9.05;18.21
09.04.2011;2011;4;9;3;0.75;9.86;25.39
10.04.2011;2011;4;10;3.74;0.6;10.9;32.95
11.04.2011;2011;4;11;3.39;2.6;11.9;40.15
12.04.2011;2011;4;12;3.24;0;13.1;46.85
13.04.2011;2011;4;13;4.45;0.5;15;54.03
14.04.2011;2011;4;14;3.06;17;18.2;65.62
15.04.2011;2011;4;15;2.66;7;23.3;88.12
16.04.2011;2011;4;16;2.54;4.5;30.8;120.69
17.04.2011;2011;4;17;4.68;0.53;41.7;155.76
18.04.2011;2011;4;18;3.38;1.23;54.8;184.87
19.04.2011;2011;4;19;2.99;4.75;76;208.69
20.04.2011;2011;4;20;0.09;7.25;101;223.76
21.04.2011;2011;4;21;0.4;0.75;142;223.98
22.04.2011;2011;4;22;2.3;0;183;212.31
23.04.2011;2011;4;23;3.44;0.18;244;200.13
24.04.2011;2011;4;24;0.91;1;294;194.53
25.04.2011;2011;4;25;0.98;0.93;304;189.05
26.04.2011;2011;4;26;0.31;0.5;312;178.28
27.04.2011;2011;4;27;9.71;1.6;315;179.44
28.04.2011;2011;4;28;6.96;0.9;315;207.27
29.04.2011;2011;4;29;5.04;0;310;251.71
30.04.2011;2011;4;30;3.86;0;304;288.92
01.05.2011;2011;5;1;7.18;0.1;300;311.7
02.05.2011;2011;5;2;6.66;6.3;303;342
03.05.2011;2011;5;3;11.08;0;313;390.38
04.05.2011;2011;5;4;12.05;0;322;433.01
05.05.2011;2011;5;5;12.63;0;333;441.47
06.05.2011;2011;5;6;12.91;0;339;414.6
07.05.2011;2011;5;7;15.51;0;341;373.56
08.05.2011;2011;5;8;17.33;0;335;336.58
09.05.2011;2011;5;9;12.16;28;324;322.19
10.05.2011;2011;5;10;6.59;1;313;329.08
11.05.2011;2011;5;11;1.18;0;295;336.22
12.05.2011;2011;5;12;0.08;0.58;270;323.72
13.05.2011;2011;5;13;0.65;0.23;234;292.61
14.05.2011;2011;5;14;3.28;0;204;264.29
15.05.2011;2011;5;15;2.5;0;156;239.42
16.05.2011;2011;5;16;7.06;0;103;217.01
17.05.2011;2011;5;17;13.91;0;81.2;196.17
18.05.2011;2011;5;18;15;0;69.1;176.75
19.05.2011;2011;5;19;11.79;2.25;60;160.51
20.05.2011;2011;5;20;9.56;0.9;53.7;147.62
21.05.2011;2011;5;21;14.11;1.25;50.9;137.11
22.05.2011;2011;5;22;14.03;0.75;46.7;127.35
23.05.2011;2011;5;23;9.99;2.5;44;118.2
24.05.2011;2011;5;24;12.56;0.75;43.5;110.19
25.05.2011;2011;5;25;18.31;0;44;103.3
26.05.2011;2011;5;26;19.28;0;44;97.68
27.05.2011;2011;5;27;18.35;0;44;93.23
28.05.2011;2011;5;28;17.51;1;44;89.87
29.05.2011;2011;5;29;18.58;3;43;86.95
30.05.2011;2011;5;30;20.14;0.75;41;84.37
31.05.2011;2011;5;31;14.88;3.25;39;82.02
01.06.2011;2011;6;1;14.04;0.6;41;79.66
02.06.2011;2011;6;2;18.73;0;44;77.17
03.06.2011;2011;6;3;20.38;0;43.5;74.58
04.06.2011;2011;6;4;17.35;7;40.5;72.04
05.06.2011;2011;6;5;19.48;2.5;37;69.78
06.06.2011;2011;6;6;15.78;17.5;34;68.13
07.06.2011;2011;6;7;14.59;40.75;33.5;69.48
08.06.2011;2011;6;8;17.38;8;38;75.25
09.06.2011;2011;6;9;17.81;5.5;43.5;83.75
10.06.2011;2011;6;10;18.23;0.75;55.8;90.43
11.06.2011;2011;6;11;11.28;4;75.6;93.2
12.06.2011;2011;6;12;7.58;0;85.2;93.26
13.06.2011;2011;6;13;7.95;0;87.6;91.74
14.06.2011;2011;6;14;8.76;0;86.8;89.25
15.06.2011;2011;6;15;11.71;0;81.2;86
16.06.2011;2011;6;16;14.23;0;74;82.87
17.06.2011;2011;6;17;16.04;0.25;64.9;79.88
18.06.2011;2011;6;18;11.69;19.75;55.1;79.18
19.06.2011;2011;6;19;13.91;9;50.2;82.28
20.06.2011;2011;6;20;16.03;0;50.9;86.88
21.06.2011;2011;6;21;15.53;0;55.1;89.14
22.06.2011;2011;6;22;18.06;0;66.3;87.54
23.06.2011;2011;6;23;17.63;0;86.8;84.35
24.06.2011;2011;6;24;17.85;0;98;81.28
25.06.2011;2011;6;25;19.74;0;104;78.32
26.06.2011;2011;6;26;20.84;0;97.2;75.47
27.06.2011;2011;6;27;22.75;0;74;72.72
28.06.2011;2011;6;28;24.19;0;50.9;70.08
29.06.2011;2011;6;29;20.35;0.3;38.5;67.53
30.06.2011;2011;6;30;14.66;0;33;65.09
01.07.2011;2011;7;1;21.44;0;27.5;62.73
02.07.2011;2011;7;2;20.11;0;25;60.46
03.07.2011;2011;7;3;22.56;1.25;23;58.26
04.07.2011;2011;7;4;15.64;10.75;21.5;56.22
05.07.2011;2011;7;5;12.91;0;20.5;54.31
06.07.2011;2011;7;6;15.31;9.75;19.5;52.58
07.07.2011;2011;7;7;19.01;30.7;20.5;51.77
08.07.2011;2011;7;8;19.19;3;21;52.08
09.07.2011;2011;7;9;17.54;2.55;21.5;52.88
10.07.2011;2011;7;10;15.75;0.13;22.5;53.02
11.07.2011;2011;7;11;14.78;0.58;23;52.08
12.07.2011;2011;7;12;15.43;0.6;25;50.62
13.07.2011;2011;7;13;17.75;0;26;48.98
14.07.2011;2011;7;14;18.69;3;26.5;47.48
15.07.2011;2011;7;15;17.71;3;26.5;46.22
16.07.2011;2011;7;16;17.91;0;26;45.1
17.07.2011;2011;7;17;19.13;2.5;24.5;43.96
18.07.2011;2011;7;18;20.49;4.5;24;42.78
19.07.2011;2011;7;19;17.66;0;23.5;41.63
20.07.2011;2011;7;20;19.89;0;23;40.45
21.07.2011;2011;7;21;20.71;0;22.5;39.11
22.07.2011;2011;7;22;22.44;0;22;37.68
23.07.2011;2011;7;23;24.03;0;22;36.31
24.07.2011;2011;7;24;26.15;0;21.5;34.99
25.07.2011;2011;7;25;25.54;0;19;33.72
26.07.2011;2011;7;26;26.06;0;17.5;32.49
27.07.2011;2011;7;27;23.73;0;15.5;31.31
28.07.2011;2011;7;28;21.36;1;14.6;30.17
29.07.2011;2011;7;29;17.39;1.58;13.6;29.07
30.07.2011;2011;7;30;14.43;0.7;12.6;28.02
31.07.2011;2011;7;31;13.34;1.58;12.2;27.01
01.08.2011;2011;8;1;11.93;2.25;11.7;26.03
02.08.2011;2011;8;2;9.89;0.5;11.2;25.1
03.08.2011;2011;8;3;11.59;0;11.2;24.19
04.08.2011;2011;8;4;14.33;0;10.8;23.32
05.08.2011;2011;8;5;16.16;0;10.8;22.47
06.08.2011;2011;8;6;12.03;0;10.5;21.65
07.08.2011;2011;8;7;12.99;0;10.5;20.87
08.08.2011;2011;8;8;16.48;3;10.1;20.11
09.08.2011;2011;8;9;21.2;0;10.1;19.38
10.08.2011;2011;8;10;22.81;0;9.76;18.68
11.08.2011;2011;8;11;23.7;0;9.4;18
12.08.2011;2011;8;12;25.06;0;9.04;17.35
13.08.2011;2011;8;13;22.24;0.25;9.04;16.71
14.08.2011;2011;8;14;19.55;5.75;8.68;16.11
15.08.2011;2011;8;15;16.16;0;8.32;15.53
16.08.2011;2011;8;16;10.61;0;8.32;14.96
17.08.2011;2011;8;17;10.68;0;8.68;14.42
18.08.2011;2011;8;18;8.05;0;8.68;13.9
19.08.2011;2011;8;19;8.81;0.5;8.68;13.39
20.08.2011;2011;8;20;7.93;0;8.32;12.9
21.08.2011;2011;8;21;7.55;0;8.32;12.43
22.08.2011;2011;8;22;7.84;0;8.32;11.98
23.08.2011;2011;8;23;7.98;0;8.32;11.55
24.08.2011;2011;8;24;7.61;0;8.32;11.13
25.08.2011;2011;8;25;6.58;0;8.32;10.72
26.08.2011;2011;8;26;10.26;0;8.32;10.33
27.08.2011;2011;8;27;11.26;0.08;8.32;9.95
28.08.2011;2011;8;28;10.95;0.23;8.32;9.59
29.08.2011;2011;8;29;14.33;0.5;8.32;9.24
30.08.2011;2011;8;30;18.38;1.63;8.32;8.91
31.08.2011;2011;8;31;15.53;0.48;7.96;8.59
01.09.2011;2011;9;1;11.94;13.45;8.32;8.28
02.09.2011;2011;9;2;12.53;2.95;8.32;8.02
03.09.2011;2011;9;3;13.08;2.7;8.32;7.81
04.09.2011;2011;9;4;13.6;2.5;8.68;7.66
05.09.2011;2011;9;5;14.45;0;8.68;7.51
06.09.2011;2011;9;6;11.53;5.18;8.68;7.38
07.09.2011;2011;9;7;13.39;0.53;9.04;7.26
08.09.2011;2011;9;8;12.76;0;9.04;7.12
09.09.2011;2011;9;9;12.69;0;9.04;6.93
10.09.2011;2011;9;10;13.05;0.25;9.04;6.69
11.09.2011;2011;9;11;11.28;3.75;9.04;6.49
12.09.2011;2011;9;12;10.71;0.08;9.4;6.33
13.09.2011;2011;9;13;10.64;3.73;9.4;6.22
14.09.2011;2011;9;14;11.35;1.88;9.4;6.14
15.09.2011;2011;9;15;10.93;0.83;9.4;6.07
16.09.2011;2011;9;16;12.1;0;9.76;5.97
17.09.2011;2011;9;17;11.16;0;10.5;5.81
18.09.2011;2011;9;18;9.76;3.13;11.7;5.65
19.09.2011;2011;9;19;9.05;1.23;12.6;5.53
20.09.2011;2011;9;20;6.99;0.75;13.1;5.44
21.09.2011;2011;9;21;4.94;0.75;13.1;5.35
22.09.2011;2011;9;22;4.03;3;12.2;5.25
23.09.2011;2011;9;23;5.71;2.05;11.7;5.21
24.09.2011;2011;9;24;6.91;3;11.2;5.25
25.09.2011;2011;9;25;10.14;1.3;11.2;5.31
26.09.2011;2011;9;26;8.69;15;11.7;5.67
27.09.2011;2011;9;27;8.2;4.75;12.6;6.53
28.09.2011;2011;9;28;6.24;3.5;14.1;7.78
29.09.2011;2011;9;29;5.21;0.75;17;8.92
30.09.2011;2011;9;30;4.93;3;19.5;9.67
01.10.2011;2011;10;1;5.25;5.23;24;10.52
02.10.2011;2011;10;2;6.44;0.68;28;11.51
03.10.2011;2011;10;3;6.26;0;29;12.26
04.10.2011;2011;10;4;3.39;0.18;27.5;12.37
05.10.2011;2011;10;5;3.24;0.73;25.5;12.07
06.10.2011;2011;10;6;4.65;8.83;24.5;12.48
07.10.2011;2011;10;7;7.58;0.68;23.5;13.64
08.10.2011;2011;10;8;12.23;0;23;14.76
09.10.2011;2011;10;9;12.56;0;21.5;15.08
10.10.2011;2011;10;10;9.05;5.15;20.5;15.07
11.10.2011;2011;10;11;9.08;7.45;23;16.21
12.10.2011;2011;10;12;10.74;1;25;18.2
13.10.2011;2011;10;13;8.31;9.5;27;20.95
14.10.2011;2011;10;14;8.28;1.5;27.5;23.77
15.10.2011;2011;10;15;3.08;0.3;27;25.88
16.10.2011;2011;10;16;1.08;0.48;28;26.73
17.10.2011;2011;10;17;0.43;0.48;30;26.23
18.10.2011;2011;10;18;4.13;0.75;33;25.64
19.10.2011;2011;10;19;4.1;0;35;25.14
20.10.2011;2011;10;20;3.84;0;33.5;24.57
21.10.2011;2011;10;21;6.11;0.75;31;23.96
22.10.2011;2011;10;22;5.34;4.25;28.5;23.84
23.10.2011;2011;10;23;1.75;0;26.5;24.28
24.10.2011;2011;10;24;0.33;0.3;25.5;24.61
25.10.2011;2011;10;25;-1.26;0;25;24.27
26.10.2011;2011;10;26;-2.86;2.15;24;23.38
27.10.2011;2011;10;27;-0.33;0.45;24.5;22.53
28.10.2011;2011;10;28;-1.26;0;25.5;21.71
29.10.2011;2011;10;29;-3.21;1.85;26;20.92
30.10.2011;2011;10;30;-1.33;6.25;26.5;20.16
31.10.2011;2011;10;31;-3.11;1.5;26.5;19.43
01.11.2011;2011;11;1;-0.46;3.08;26;18.72
02.11.2011;2011;11;2;-1.48;4.23;24.5;18.04
03.11.2011;2011;11;3;2.51;10.08;24.5;18.77
04.11.2011;2011;11;4;-9.31;0.23;20.7;20.87
05.11.2011;2011;11;5;-15.75;0;18.2;22.89
06.11.2011;2011;11;6;-15.43;0;15.9;23.45
07.11.2011;2011;11;7;-13.34;0;13.4;22.59
08.11.2011;2011;11;8;-9.41;2.15;14.2;21.77
09.11.2011;2011;11;9;-8.26;0.45;14.4;20.98
10.11.2011;2011;11;10;-7.05;0;14.2;20.21
11.11.2011;2011;11;11;-4.34;0.28;13.9;19.48
12.11.2011;2011;11;12;-4.3;1.23;13;18.77
13.11.2011;2011;11;13;-2.6;6.08;12.4;18.09
14.11.2011;2011;11;14;-1;0.98;11.7;17.43
15.11.2011;2011;11;15;-3.99;4;11.5;16.79
16.11.2011;2011;11;16;-6.44;1.75;11.5;16.18
17.11.2011;2011;11;17;-6.41;0.85;11.4;15.59
18.11.2011;2011;11;18;-8.89;1.28;11.1;15.03
19.11.2011;2011;11;19;-8.3;5.18;11.5;14.48
20.11.2011;2011;11;20;-6.81;9;11.5;13.95
21.11.2011;2011;11;21;-8.95;2.75;11.5;13.44
22.11.2011;2011;11;22;-14.85;2.33;10.9;12.95
23.11.2011;2011;11;23;-16.56;0.53;10.6;12.48
24.11.2011;2011;11;24;-14.69;0.98;10.4;12.03
25.11.2011;2011;11;25;-8.03;4.23;10.7;11.59
26.11.2011;2011;11;26;-4.25;0.75;11.2;11.17
27.11.2011;2011;11;27;-4.05;4.3;11.8;10.76
28.11.2011;2011;11;28;-5.3;0.15;11.8;10.37
29.11.2011;2011;11;29;-6.26;2.13;12.3;9.99
30.11.2011;2011;11;30;-6.6;0.65;12.7;9.63
01.12.2011;2011;12;1;-6.76;0.63;12.5;9.28
02.12.2011;2011;12;2;-9.34;0;12.4;8.94
03.12.2011;2011;12;3;-7.34;0.08;12.1;8.62
04.12.2011;2011;12;4;-6.04;1.03;11.6;8.3
05.12.2011;2011;12;5;-4.44;4.75;11.2;8
06.12.2011;2011;12;6;0.18;5.25;11.3;7.71
07.12.2011;2011;12;7;0.31;6;11.7;7.43
08.12.2011;2011;12;8;-2.94;2.65;11.4;7.16
09.12.2011;2011;12;9;-7.35;2.45;12;6.9
10.12.2011;2011;12;10;-10.65;0;12.2;6.65
11.12.2011;2011;12;11;-12.8;0;11.5;6.4
